Job_Title,Experience_Level,Employment_Type,Work_Models,Work_Year,Employee_Residence,Salary, Salary_Currency ,Company_Location,Company_Size,Salary_Range,Per_Year_Pakage
Data Modeler,Mid-level,Full-time,On-site,2023,United Kingdom,45000, GBP ,United Kingdom,Medium,Low,540000
Data Scientist,Senior-level,Full-time,On-site,2023,Spain,45000, EUR ,Spain,Medium,Low,540000
Big Data Engineer,Mid-level,Full-time,Remote,2023,Spain,45000, EUR ,Spain,Medium,Low,540000
Data Scientist,Mid-level,Full-time,On-site,2023,Spain,45000, EUR ,Spain,Medium,Low,540000
Data Analyst,Senior-level,Full-time,Remote,2023,Central African Republic,45000, GBP ,Central African Republic,Medium,Low,540000
Data Engineer,Mid-level,Full-time,Remote,2022,Greece,45000, EUR ,Greece,Medium,Low,540000
Data Scientist,Mid-level,Full-time,Remote,2022,France,45000, GBP ,United Kingdom,Medium,Low,540000
Data Analyst,Mid-level,Full-time,On-site,2022,United Kingdom,45000, GBP ,United Kingdom,Medium,Low,540000
Machine Learning Engineer,Entry-level,Full-time,Remote,2022,United Kingdom,45000, GBP ,United Kingdom,Small,Low,540000
Data Engineer,Mid-level,Full-time,Remote,2022,United Kingdom,45000, GBP ,United Kingdom,Medium,Low,540000
Data Scientist,Senior-level,Full-time,On-site,2022,Spain,45000, EUR ,Spain,Medium,Low,540000
Data Engineer,Mid-level,Full-time,Remote,2022,Spain,45000, EUR ,Spain,Medium,Low,540000
Finance Data Analyst,Senior-level,Full-time,Hybrid,2021,United Kingdom,45000, GBP ,United Kingdom,Large,Low,540000
Data Scientist,Senior-level,Full-time,Hybrid,2021,France,45000, EUR ,France,Large,Low,540000
Data Scientist,Entry-level,Full-time,On-site,2020,France,45000, EUR ,France,Small,Low,540000
Data Product Owner,Mid-level,Full-time,On-site,2023,United Kingdom,45454, GBP ,United Kingdom,Medium,Low,545448
Autonomous Vehicle Technician,Mid-level,Freelance,Hybrid,2021,American Samoa,45555, USD ,Bahamas,Medium,Low,546660
Data Manager,Entry-level,Full-time,Remote,2022,United States,45600, USD ,United States,Medium,Low,547200
Data Analyst,Entry-level,Full-time,On-site,2024,United States,45700, USD ,United States,Medium,Low,548400
Data Scientist,Mid-level,Full-time,Remote,2020,Philippines,45760, USD ,United States,Small,Low,549120
Data Analyst,Entry-level,Full-time,Remote,2022,United States,46000, USD ,United States,Large,Low,552000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,46200, USD ,United States,Medium,Low,554400
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,46400, USD ,United States,Medium,Low,556800
Data Analyst,Mid-level,Full-time,On-site,2023,United States,46500, USD ,United States,Medium,Low,558000
Data Scientist,Mid-level,Full-time,Hybrid,2023,Andorra,47000, EUR ,Andorra,Small,Low,564000
Data Scientist,Mid-level,Full-time,Hybrid,2022,United Kingdom,47000, GBP ,United Kingdom,Medium,Low,564000
Research Analyst,Entry-level,Full-time,On-site,2023,United States,47423, USD ,United States,Medium,Low,569076
Data Analyst,Entry-level,Full-time,On-site,2023,United States,47500, USD ,United States,Medium,Low,570000
ETL Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,47500, GBP ,United Kingdom,Medium,Low,570000
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,47500, GBP ,United Kingdom,Medium,Low,570000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,47840, USD ,United States,Medium,Low,574080
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,47840, USD ,United States,Medium,Low,574080
Research Scientist,Entry-level,Full-time,On-site,2023,United States,47840, USD ,United States,Medium,Low,574080
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,Vietnam,48000, USD ,Vietnam,Medium,Low,576000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,48000, GBP ,United States,Medium,Low,576000
Data Specialist,Mid-level,Full-time,On-site,2023,United States,48000, USD ,United States,Medium,Low,576000
Data Engineer,Entry-level,Full-time,Remote,2023,United States,48000, USD ,United States,Medium,Low,576000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,48000, USD ,United States,Medium,Low,576000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,48000, USD ,United States,Medium,Low,576000
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,48000, GBP ,United Kingdom,Medium,Low,576000
Data Engineer,Mid-level,Full-time,Remote,2023,France,48000, EUR ,France,Medium,Low,576000
Data Analyst,Senior-level,Full-time,Remote,2023,Spain,48000, EUR ,Spain,Medium,Low,576000
Data Analyst,Senior-level,Full-time,On-site,2023,Spain,48000, EUR ,Spain,Medium,Low,576000
Data Manager,Senior-level,Full-time,On-site,2023,Colombia,48000, USD ,Colombia,Medium,Low,576000
Data Engineer,Senior-level,Full-time,Remote,2023,Argentina,48000, USD ,Argentina,Medium,Low,576000
Business Data Analyst,Entry-level,Full-time,Hybrid,2022,United States,48000, USD ,United States,Large,Low,576000
Data Analyst,Entry-level,Full-time,On-site,2022,United States,48000, USD ,United States,Medium,Low,576000
Analytics Engineer,Senior-level,Full-time,Remote,2022,Argentina,48000, USD ,United States,Small,Low,576000
Data Scientist,Mid-level,Full-time,Remote,2022,Russia,48000, USD ,United States,Small,Low,576000
Data Analyst,Senior-level,Full-time,On-site,2022,Spain,48000, EUR ,Spain,Medium,Low,576000
BI Data Analyst,Mid-level,Full-time,Remote,2022,Germany,48000, EUR ,Germany,Small,Low,576000
Analytics Engineer,Mid-level,Full-time,Remote,2022,Brazil,48000, USD ,Brazil,Medium,Low,576000
BI Analyst,Mid-level,Full-time,Remote,2022,Brazil,48000, USD ,Brazil,Medium,Low,576000
Data Engineer,Mid-level,Full-time,Hybrid,2021,Hong Kong,48000, GBP ,United Kingdom,Small,Low,576000
Research Scientist,Mid-level,Full-time,Hybrid,2021,France,48000, EUR ,France,Small,Low,576000
Data Engineer,Entry-level,Full-time,Remote,2020,Pakistan,48000, EUR ,Germany,Large,Low,576000
Data Analyst,Mid-level,Full-time,Remote,2024,United States,48067, USD ,United States,Medium,Low,576804
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,Canada,48450, USD ,Canada,Medium,Low,581400
Data Scientist,Entry-level,Full-time,On-site,2023,United States,48915, USD ,United States,Medium,Low,586980
Research Analyst,Entry-level,Full-time,Remote,2023,United States,49000, USD ,United States,Medium,Low,588000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,49000, USD ,United States,Medium,Low,588000
Data Analyst,Mid-level,Full-time,On-site,2023,Estonia,49200, EUR ,Estonia,Medium,Low,590400
Data Analyst,Senior-level,Full-time,On-site,2023,Estonia,49200, EUR ,Estonia,Medium,Low,590400
Research Analyst,Senior-level,Full-time,Remote,2023,Spain,49500, EUR ,Spain,Medium,Low,594000
Data Scientist,Entry-level,Full-time,Hybrid,2022,Belgium,49500, EUR ,Belgium,Small,Low,594000
Data Developer,Entry-level,Full-time,Remote,2024,United States,50000, USD ,United States,Medium,Low,600000
Research Analyst,Entry-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Management Analyst,Entry-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,50000, USD ,United States,Medium,Low,600000
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Engineer,Mid-level,Full-time,Remote,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Research Analyst,Senior-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Visualization Specialist,Senior-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Operations Specialist,Mid-level,Full-time,On-site,2023,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Entry-level,Full-time,Hybrid,2023,Kuwait,50000, USD ,United States,Large,Low,600000
Data Scientist,Entry-level,Full-time,Remote,2023,India,50000, USD ,United States,Medium,Low,600000
AI Developer,Entry-level,Full-time,Remote,2023,Ukraine,50000, USD ,Ukraine,Medium,Low,600000
Machine Learning Researcher,Senior-level,Freelance,Hybrid,2023,Ukraine,50000, USD ,Ukraine,Small,Low,600000
Data Scientist,Mid-level,Full-time,Hybrid,2023,Romania,50000, EUR ,Romania,Large,Low,600000
Insight Analyst,Mid-level,Full-time,Remote,2023,Portugal,50000, EUR ,Portugal,Medium,Low,600000
Analytics Engineer,Senior-level,Full-time,Remote,2023,Nigeria,50000, USD ,Nigeria,Small,Low,600000
BI Data Analyst,Entry-level,Full-time,Remote,2023,Kenya,50000, USD ,Kenya,Small,Low,600000
AI Developer,Senior-level,Full-time,Remote,2023,Italy,50000, EUR ,Italy,Small,Low,600000
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Science Lead,Mid-level,Full-time,On-site,2023,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data DevOps Engineer,Senior-level,Full-time,Hybrid,2023,France,50000, EUR ,France,Small,Low,600000
AI Engineer,Mid-level,Contract,Remote,2023,Czech Republic,50000, USD ,Canada,Large,Low,600000
Data Engineer,Mid-level,Full-time,Remote,2023,Canada,50000, GBP ,Canada,Medium,Low,600000
Computer Vision Software Engineer,Senior-level,Full-time,Remote,2023,Netherlands,50000, EUR ,Canada,Large,Low,600000
Software Data Engineer,Senior-level,Freelance,Hybrid,2023,Nigeria,50000, USD ,Australia,Medium,Low,600000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,Armenia,50000, USD ,Armenia,Small,Low,600000
Data Analyst,Entry-level,Full-time,Hybrid,2022,United States,50000, USD ,United States,Large,Low,600000
Data Analytics Consultant,Entry-level,Freelance,Remote,2022,Belgium,50000, USD ,United States,Small,Low,600000
Data Scientist,Senior-level,Full-time,Remote,2022,United States,50000, USD ,United States,Medium,Low,600000
Data Engineer,Senior-level,Full-time,Remote,2022,United States,50000, USD ,United States,Medium,Low,600000
AI Scientist,Entry-level,Full-time,Remote,2022,United States,50000, USD ,United States,Medium,Low,600000
Data Analyst,Mid-level,Full-time,Remote,2022,United States,50000, USD ,United States,Medium,Low,600000
Business Data Analyst,Entry-level,Full-time,Remote,2022,India,50000, USD ,India,Large,Low,600000
ETL Developer,Mid-level,Full-time,On-site,2022,Greece,50000, EUR ,Greece,Medium,Low,600000
Data Engineer,Senior-level,Full-time,Remote,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Engineer,Entry-level,Full-time,Remote,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Analyst,Senior-level,Full-time,On-site,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Lead Data Scientist,Mid-level,Full-time,Hybrid,2022,United Kingdom,50000, GBP ,United Kingdom,Small,Low,600000
Data Engineer,Mid-level,Full-time,On-site,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Scientist,Mid-level,Full-time,On-site,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Engineer,Senior-level,Full-time,On-site,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Analyst,Mid-level,Full-time,On-site,2022,United Kingdom,50000, GBP ,United Kingdom,Medium,Low,600000
Data Scientist,Mid-level,Full-time,Remote,2022,France,50000, EUR ,France,Medium,Low,600000
Data Scientist,Entry-level,Full-time,Hybrid,2022,United States,50000, USD ,Germany,Medium,Low,600000
Data Engineer,Mid-level,Part-time,Hybrid,2022,Germany,50000, EUR ,Germany,Large,Low,600000
Applied Data Scientist,Entry-level,Full-time,Hybrid,2022,Austria,50000, USD ,Austria,Medium,Low,600000
Data Analyst,Entry-level,Full-time,Remote,2022,Argentina,50000, USD ,Argentina,Large,Low,600000
Data Analyst,Entry-level,Full-time,Remote,2021,United States,50000, USD ,United States,Medium,Low,600000
Research Scientist,Senior-level,Full-time,Remote,2021,France,50000, USD ,United States,Small,Low,600000
Data Analyst,Senior-level,Full-time,Remote,2021,Philippines,50000, USD ,Philippines,Small,Low,600000
Data Scientist,Mid-level,Full-time,Remote,2021,Nigeria,50000, USD ,Nigeria,Large,Low,600000
Business Data Analyst,Entry-level,Full-time,Remote,2021,Luxembourg,50000, EUR ,Luxembourg,Large,Low,600000
Data Analytics Engineer,Senior-level,Full-time,Remote,2021,Vietnam,50000, USD ,United Kingdom,Medium,Low,600000
Data Analyst,Entry-level,Full-time,Hybrid,2021,France,50000, EUR ,France,Medium,Low,600000
Data Operations Specialist,Senior-level,Full-time,Remote,2023,United States,50700, USD ,United States,Medium,Medium,608400
BI Developer,Senior-level,Full-time,On-site,2023,United Kingdom,50750, GBP ,United Kingdom,Medium,Medium,609000
Data Specialist,Mid-level,Full-time,On-site,2024,United States,51000, USD ,United States,Medium,Medium,612000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,51000, USD ,United States,Medium,Medium,612000
Data Scientist,Senior-level,Full-time,Remote,2022,United States,51000, USD ,United States,Medium,Medium,612000
Data Specialist,Mid-level,Full-time,On-site,2024,United Kingdom,51284, GBP ,United Kingdom,Medium,Medium,615408
Research Scientist,Senior-level,Full-time,Hybrid,2021,Portugal,51400, EUR ,Portugal,Large,Medium,616800
Data Analyst,Senior-level,Full-time,On-site,2023,United States,51962, USD ,United States,Medium,Medium,623544
Data Analyst,Senior-level,Full-time,Remote,2023,United States,51962, USD ,United States,Medium,Medium,623544
Data Scientist,Mid-level,Full-time,Remote,2023,United States,51962, USD ,United States,Medium,Medium,623544
Data Engineer,Mid-level,Full-time,Remote,2020,Germany,51999, EUR ,Germany,Small,Medium,623988
Data Management Analyst,Entry-level,Full-time,Remote,2023,United States,52000, USD ,United States,Medium,Medium,624000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,52000, USD ,United States,Medium,Medium,624000
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,52000, GBP ,United Kingdom,Medium,Medium,624000
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,52000, GBP ,United Kingdom,Medium,Medium,624000
Data Analyst,Senior-level,Full-time,Remote,2023,Spain,52000, EUR ,Spain,Medium,Medium,624000
Data Scientist,Mid-level,Full-time,Remote,2022,Netherlands,52000, EUR ,Netherlands,Small,Medium,624000
Data Analyst,Entry-level,Full-time,On-site,2022,Canada,52000, USD ,Canada,Medium,Medium,624000
Data Scientist,Mid-level,Full-time,Hybrid,2021,Germany,52000, EUR ,Austria,Medium,Medium,624000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,52100, USD ,United States,Medium,Medium,625200
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,United States,52100, USD ,United States,Medium,Medium,625200
Data Science Manager,Senior-level,Full-time,Remote,2023,United States,52100, USD ,United States,Medium,Medium,625200
Research Analyst,Senior-level,Full-time,Remote,2023,Italy,52200, EUR ,Italy,Medium,Medium,626400
Data Engineer,Senior-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Architect,Senior-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Engineer,Entry-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,52500, USD ,United States,Medium,Medium,630000
Data Analyst,Senior-level,Full-time,On-site,2022,United States,52500, USD ,United States,Medium,Medium,630000
Data Analyst,Mid-level,Full-time,On-site,2022,United States,52500, USD ,United States,Medium,Medium,630000
Data Engineer,Mid-level,Full-time,Hybrid,2021,United Kingdom,52500, GBP ,United Kingdom,Large,Medium,630000
Data Engineer,Senior-level,Full-time,On-site,2023,Estonia,52800, EUR ,Estonia,Medium,Medium,633600
Data Engineer,Entry-level,Full-time,Remote,2022,Pakistan,52800, EUR ,Germany,Medium,Medium,633600
Data Analyst,Mid-level,Full-time,Remote,2023,United States,53000, USD ,United States,Medium,Medium,636000
Data Scientist,Entry-level,Full-time,Hybrid,2023,Netherlands,53000, EUR ,Netherlands,Large,Medium,636000
Data Engineer,Mid-level,Full-time,Remote,2023,France,53000, EUR ,France,Medium,Medium,636000
Machine Learning Infrastructure Engineer,Mid-level,Full-time,Hybrid,2022,Portugal,53000, EUR ,Portugal,Large,Medium,636000
Research Scientist,Mid-level,Full-time,Hybrid,2021,France,53000, EUR ,France,Medium,Medium,636000
ETL Developer,Senior-level,Full-time,On-site,2024,United States,53300, USD ,United States,Medium,Medium,639600
ETL Developer,Senior-level,Full-time,On-site,2023,United States,53300, USD ,United States,Medium,Medium,639600
Data Analyst,Entry-level,Full-time,On-site,2023,United States,53800, USD ,United States,Medium,Medium,645600
Data Scientist,Senior-level,Full-time,On-site,2024,United States,54000, GBP ,United States,Medium,Medium,648000
