Job_Title,Experience_Level,Employment_Type,Work_Models,Work_Year,Employee_Residence,Salary, Salary_Currency ,Company_Location,Company_Size,Salary_Range,Per_Year_Pakage
Data Analyst,Entry-level,Full-time,Remote,2023,United States,57920, USD ,United States,Medium,Medium,695040
Data Engineer,Entry-level,Full-time,Remote,2023,United States,58000, USD ,United States,Medium,Medium,696000
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,58000, GBP ,United Kingdom,Medium,Medium,696000
Data Analyst,Mid-level,Full-time,On-site,2022,United States,58000, USD ,United States,Small,Medium,696000
BI Data Analyst,Entry-level,Full-time,On-site,2022,Germany,58000, EUR ,Germany,Large,Medium,696000
Data Scientist,Mid-level,Full-time,On-site,2022,Germany,58000, EUR ,Germany,Medium,Medium,696000
Data Scientist,Mid-level,Full-time,Remote,2022,Germany,58000, EUR ,Germany,Small,Medium,696000
Data Scientist,Entry-level,Full-time,Hybrid,2021,United States,58000, USD ,United States,Large,Medium,696000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58161, USD ,United States,Medium,Medium,697932
Research Analyst,Entry-level,Full-time,On-site,2023,United States,58200, USD ,United States,Medium,Medium,698400
Data Engineer,Mid-level,Full-time,On-site,2024,Australia,58300, USD ,Australia,Medium,Medium,699600
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58300, USD ,United States,Medium,Medium,699600
MLOps Engineer,Entry-level,Full-time,On-site,2023,United States,58300, USD ,United States,Medium,Medium,699600
Data Scientist,Entry-level,Part-time,On-site,2023,United States,58300, USD ,United States,Medium,Medium,699600
Data Engineer,Mid-level,Full-time,On-site,2023,United States,58300, USD ,United States,Medium,Medium,699600
Data Engineer,Mid-level,Full-time,On-site,2023,United States,58400, USD ,United States,Medium,Medium,700800
Data Engineer,Senior-level,Full-time,On-site,2023,United States,58400, USD ,United States,Medium,Medium,700800
Data Analyst,Entry-level,Full-time,On-site,2023,United States,58400, USD ,United States,Medium,Medium,700800
Data Scientist,Entry-level,Full-time,On-site,2023,United States,58400, USD ,United States,Medium,Medium,700800
Data Quality Analyst,Entry-level,Full-time,On-site,2024,Lebanon,58500, USD ,Lebanon,Medium,Medium,702000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58500, USD ,United States,Medium,Medium,702000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,59000, USD ,United States,Medium,Medium,708000
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,59000, GBP ,United Kingdom,Medium,Medium,708000
Data Scientist,Senior-level,Full-time,Hybrid,2023,Cyprus,59000, EUR ,Estonia,Large,Medium,708000
Research Scientist,Mid-level,Full-time,On-site,2022,Austria,59000, EUR ,Austria,Large,Medium,708000
Data Engineer,Mid-level,Part-time,Remote,2021,Netherlands,59000, EUR ,Netherlands,Large,Medium,708000
Data Science Consultant,Executive-level,Full-time,Remote,2021,France,59000, EUR ,Spain,Small,Medium,708000
Data Science,Senior-level,Full-time,On-site,2023,United States,59200, USD ,United States,Medium,Medium,710400
Data Analyst,Senior-level,Full-time,Remote,2023,United States,59400, USD ,United States,Medium,Medium,712800
Data Analyst,Mid-level,Full-time,On-site,2023,United States,59500, USD ,United States,Medium,Medium,714000
Data Engineer,Senior-level,Full-time,Remote,2023,Spain,59565, EUR ,Spain,Medium,Medium,714780
Data Scientist,Mid-level,Full-time,On-site,2024,Canada,59570, USD ,Canada,Medium,Medium,714840
Data Scientist,Mid-level,Full-time,On-site,2024,United States,60000, USD ,United States,Medium,Medium,720000
Data Analyst,Entry-level,Full-time,On-site,2024,United States,60000, USD ,United States,Medium,Medium,720000
Data Scientist,Senior-level,Full-time,On-site,2024,Portugal,60000, EUR ,Portugal,Medium,Medium,720000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Specialist,Mid-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Engineer,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Research Analyst,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Management Analyst,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Engineer,Entry-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Quality Analyst,Mid-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Specialist,Senior-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Machine Learning Operations Engineer,Senior-level,Full-time,Remote,2023,Thailand,60000, USD ,United States,Large,Medium,720000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
Compliance Data Analyst,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Large,Medium,720000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,60000, USD ,United States,Medium,Medium,720000
BI Data Analyst,Entry-level,Full-time,Remote,2023,Argentina,60000, USD ,United States,Medium,Medium,720000
BI Data Engineer,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Medium,Medium,720000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,60000, USD ,United States,Large,Medium,720000
AI Developer,Senior-level,Full-time,On-site,2023,Ukraine,60000, USD ,Ukraine,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2023,Mexico,60000, USD ,Mexico,Medium,Medium,720000
Data Analyst,Mid-level,Full-time,On-site,2023,Croatia,60000, GBP ,Croatia,Medium,Medium,720000
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Product Owner,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Manager,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Science Lead,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Research Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,60000, USD ,United Kingdom,Medium,Medium,720000
Machine Learning Research Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000, GBP ,United Kingdom,Large,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2023,France,60000, EUR ,France,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,Hybrid,2023,France,60000, EUR ,France,Medium,Medium,720000
Data Scientist,Senior-level,Full-time,On-site,2023,Spain,60000, EUR ,Spain,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,Remote,2023,Spain,60000, EUR ,Spain,Large,Medium,720000
AI Engineer,Senior-level,Full-time,Remote,2023,Spain,60000, EUR ,Spain,Medium,Medium,720000
NLP Engineer,Senior-level,Full-time,Remote,2023,Spain,60000, EUR ,Spain,Medium,Medium,720000
Power BI Developer,Mid-level,Full-time,Remote,2023,Poland,60000, EUR ,Denmark,Large,Medium,720000
AI Scientist,Senior-level,Full-time,Hybrid,2023,Germany,60000, EUR ,Germany,Large,Medium,720000
Applied Data Scientist,Senior-level,Full-time,On-site,2023,Germany,60000, EUR ,Germany,Large,Medium,720000
AI Developer,Entry-level,Full-time,On-site,2023,Germany,60000, EUR ,Germany,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2023,Colombia,60000, USD ,Colombia,Medium,Medium,720000
Data Analyst,Senior-level,Full-time,Remote,2023,Colombia,60000, USD ,Colombia,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,Remote,2023,Colombia,60000, USD ,Colombia,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,Remote,2023,Brazil,60000, USD ,Brazil,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,Remote,2023,Argentina,60000, USD ,Argentina,Medium,Medium,720000
Data Analyst,Mid-level,Full-time,Remote,2022,United States,60000, USD ,United States,Medium,Medium,720000
Data Operations Engineer,Mid-level,Full-time,Remote,2022,United States,60000, USD ,United States,Medium,Medium,720000
NLP Engineer,Mid-level,Contract,Remote,2022,India,60000, USD ,United States,Small,Medium,720000
Data Analyst,Senior-level,Full-time,Remote,2022,United States,60000, USD ,United States,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,60000, EUR ,Portugal,Medium,Medium,720000
Data Science Engineer,Senior-level,Full-time,Remote,2022,Argentina,60000, USD ,Mexico,Large,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2022,Greece,60000, EUR ,Greece,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2022,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Analytics Engineer,Mid-level,Full-time,On-site,2022,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,On-site,2022,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Engineer,Senior-level,Full-time,On-site,2022,United Kingdom,60000, GBP ,United Kingdom,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,Remote,2022,France,60000, EUR ,France,Medium,Medium,720000
Machine Learning Engineer,Senior-level,Full-time,Hybrid,2022,Finland,60000, EUR ,Finland,Small,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2022,Spain,60000, EUR ,Spain,Medium,Medium,720000
Data Analyst,Entry-level,Full-time,Remote,2021,United States,60000, USD ,United States,Small,Medium,720000
Big Data Engineer,Mid-level,Full-time,Hybrid,2021,Spain,60000, USD ,Romania,Medium,Medium,720000
Machine Learning Developer,Senior-level,Freelance,Remote,2021,Nigeria,60000, USD ,Nigeria,Medium,Medium,720000
Data Engineer,Mid-level,Full-time,Remote,2021,United Kingdom,60000, GBP ,United Kingdom,Large,Medium,720000
Research Scientist,Entry-level,Full-time,Hybrid,2021,United Kingdom,60000, GBP ,United Kingdom,Large,Medium,720000
Data Scientist,Senior-level,Full-time,Remote,2020,Greece,60000, EUR ,United States,Large,Medium,720000
Computer Vision Engineer,Senior-level,Freelance,Remote,2020,Russia,60000, USD ,United States,Small,Medium,720000
Sales Data Analyst,Mid-level,Contract,On-site,2020,Nigeria,60000, USD ,Nigeria,Medium,Medium,720000
Data Scientist,Mid-level,Full-time,Remote,2020,United Kingdom,60000, GBP ,United Kingdom,Small,Medium,720000
Staff Data Analyst,Entry-level,Contract,Hybrid,2020,Canada,60000, CAD ,Canada,Large,Medium,720000
Data Manager,Senior-level,Full-time,On-site,2023,United Kingdom,60027, GBP ,United Kingdom,Medium,Medium,720324
Data Engineer,Mid-level,Full-time,Remote,2023,United States,60400, USD ,United States,Medium,Medium,724800
BI Developer,Senior-level,Full-time,On-site,2023,United Kingdom,60600, GBP ,United Kingdom,Medium,Medium,727200
Data Scientist,Mid-level,Full-time,On-site,2022,Germany,61000, EUR ,Germany,Medium,Medium,732000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,61200, USD ,United States,Medium,Medium,734400
Data Analyst,Mid-level,Full-time,On-site,2023,United States,61200, USD ,United States,Medium,Medium,734400
Data Analyst,Senior-level,Full-time,Remote,2022,Canada,61300, USD ,Canada,Medium,Medium,735600
Data Engineer,Mid-level,Full-time,Hybrid,2020,France,61500, EUR ,France,Large,Medium,738000
Data Engineer,Mid-level,Full-time,On-site,2024,United States,61600, USD ,United States,Medium,Medium,739200
Data Analyst,Mid-level,Full-time,Remote,2024,United States,61800, USD ,United States,Medium,Medium,741600
Data Analyst,Mid-level,Full-time,Remote,2023,United States,61800, USD ,United States,Medium,Medium,741600
Data Engineer,Entry-level,Full-time,Remote,2023,United States,61800, USD ,United States,Medium,Medium,741600
Data Analyst,Entry-level,Full-time,Remote,2023,United States,61800, USD ,United States,Medium,Medium,741600
Data Scientist,Mid-level,Full-time,On-site,2024,United States,62000, USD ,United States,Medium,Medium,744000
Research Engineer,Senior-level,Full-time,On-site,2024,United States,62000, USD ,United States,Medium,Medium,744000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,62000, USD ,United States,Medium,Medium,744000
Data Specialist,Mid-level,Full-time,On-site,2023,United States,62000, USD ,United States,Medium,Medium,744000
Research Analyst,Entry-level,Full-time,Remote,2023,United States,62000, USD ,United States,Medium,Medium,744000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,62000, USD ,United States,Medium,Medium,744000
Data Engineer,Entry-level,Full-time,Remote,2023,United States,62000, USD ,United States,Medium,Medium,744000
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,62000, GBP ,United Kingdom,Medium,Medium,744000
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,62000, GBP ,United Kingdom,Medium,Medium,744000
Data Engineer,Mid-level,Full-time,Remote,2023,Spain,62000, EUR ,Spain,Medium,Medium,744000
Data Analyst,Mid-level,Full-time,On-site,2022,United States,62000, USD ,United States,Medium,Medium,744000
Data Engineer,Mid-level,Full-time,Remote,2022,France,62000, EUR ,France,Medium,Medium,744000
Data Analyst,Mid-level,Full-time,On-site,2021,United States,62000, USD ,United States,Large,Medium,744000
BI Developer,Mid-level,Full-time,On-site,2024,United States,62100, USD ,United States,Medium,Medium,745200
Data Analyst,Senior-level,Full-time,On-site,2024,United States,62300, USD ,United States,Medium,Medium,747600
Data Analyst,Mid-level,Full-time,Remote,2023,United States,62500, USD ,United States,Medium,Medium,750000
Data Specialist,Mid-level,Full-time,Remote,2023,United States,62500, USD ,United States,Medium,Medium,750000
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,62500, USD ,United States,Medium,Medium,750000
Data Engineer,Mid-level,Full-time,Hybrid,2022,Germany,62500, EUR ,Germany,Small,Medium,750000
Data Manager,Mid-level,Full-time,On-site,2023,United States,63000, USD ,United States,Large,Medium,756000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,63000, USD ,United States,Medium,Medium,756000
Data Engineer,Senior-level,Full-time,Remote,2022,United States,63000, USD ,United States,Medium,Medium,756000
ETL Developer,Senior-level,Full-time,Remote,2022,United States,63000, USD ,United States,Medium,Medium,756000
Analytics Engineer,Senior-level,Full-time,On-site,2022,United States,63000, USD ,United States,Medium,Medium,756000
Data Engineer,Senior-level,Full-time,On-site,2022,United States,63000, USD ,United States,Medium,Medium,756000
ETL Developer,Senior-level,Full-time,On-site,2022,United States,63000, USD ,United States,Medium,Medium,756000
Data Architect,Senior-level,Full-time,On-site,2022,United States,63000, USD ,United States,Medium,Medium,756000
Machine Learning Research Engineer,Entry-level,Full-time,Hybrid,2022,Germany,63000, EUR ,Germany,Large,Medium,756000
Data Scientist,Entry-level,Full-time,On-site,2023,United States,63200, USD ,United States,Medium,Medium,758400
Data Analyst,Mid-level,Full-time,On-site,2023,United States,63600, USD ,United States,Medium,Medium,763200
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,63750, USD ,United States,Medium,Medium,765000
Data Engineer,Mid-level,Full-time,On-site,2022,United States,63900, USD ,United States,Medium,Medium,766800
Research Analyst,Senior-level,Full-time,Remote,2023,United States,63967, USD ,United States,Medium,Medium,767604
Data Scientist,Senior-level,Full-time,On-site,2024,United States,64000, GBP ,United States,Medium,Medium,768000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,64000, USD ,United States,Medium,Medium,768000
Research Analyst,Entry-level,Full-time,Remote,2023,United States,64000, USD ,United States,Medium,Medium,768000
Data Analyst,Senior-level,Full-time,Remote,2023,United States,64000, USD ,United States,Medium,Medium,768000
Data Analyst,Entry-level,Full-time,Remote,2022,United States,64000, USD ,United States,Large,Medium,768000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,64200, USD ,United States,Medium,Medium,770400
Data Engineer,Mid-level,Full-time,On-site,2023,United States,64300, USD ,United States,Medium,Medium,771600
Data Analyst,Mid-level,Full-time,On-site,2023,United States,64500, USD ,United States,Medium,Medium,774000
Data Analyst,Entry-level,Full-time,Remote,2024,United States,64900, USD ,United States,Medium,Medium,778800
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,64980, USD ,United States,Medium,Medium,779760
Research Analyst,Entry-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Scientist,Entry-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Manager,Mid-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Business Intelligence Engineer,Mid-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Quality Analyst,Mid-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,Italy,65000, EUR ,United States,Large,Medium,780000
Data Analyst,Senior-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Strategist,Mid-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Research Analyst,Entry-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Operations Specialist,Mid-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Entry-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Senior-level,Full-time,On-site,2023,Portugal,65000, EUR ,Portugal,Medium,Medium,780000
Business Data Analyst,Senior-level,Full-time,Remote,2023,Spain,65000, GBP ,Gibraltar,Large,Medium,780000
Data Engineer,Entry-level,Full-time,On-site,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Architect,Mid-level,Full-time,On-site,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,Remote,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Engineer,Mid-level,Full-time,Remote,2023,France,65000, EUR ,France,Medium,Medium,780000
Applied Machine Learning Engineer,Mid-level,Full-time,Remote,2023,India,65000, EUR ,Germany,Small,Medium,780000
Data Manager,Senior-level,Full-time,On-site,2023,Colombia,65000, USD ,Colombia,Medium,Medium,780000
Data Engineer,Entry-level,Full-time,On-site,2022,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,Remote,2022,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Senior-level,Full-time,Remote,2022,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Mid-level,Full-time,On-site,2022,United States,65000, USD ,United States,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,On-site,2022,United States,65000, USD ,United States,Medium,Medium,780000
Data Engineer,Entry-level,Full-time,Remote,2022,United States,65000, USD ,United States,Small,Medium,780000
Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United Arab Emirates,65000, USD ,United Arab Emirates,Small,Medium,780000
Data Management Specialist,Senior-level,Full-time,On-site,2022,Italy,65000, EUR ,Italy,Large,Medium,780000
Machine Learning Engineer,Senior-level,Full-time,Remote,2022,Ireland,65000, EUR ,Ireland,Small,Medium,780000
Machine Learning Engineer,Mid-level,Full-time,On-site,2022,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Engineer,Mid-level,Full-time,Remote,2022,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Scientist,Mid-level,Full-time,Hybrid,2022,United Kingdom,65000, GBP ,United Kingdom,Medium,Medium,780000
Data Engineer,Senior-level,Full-time,On-site,2022,Spain,65000, EUR ,Spain,Medium,Medium,780000
Data Analyst,Mid-level,Full-time,On-site,2022,Canada,65000, USD ,Canada,Medium,Medium,780000
BI Data Analyst,Mid-level,Full-time,Hybrid,2022,Australia,65000, AUD ,Australia,Large,Medium,780000
Data Engineer,Senior-level,Full-time,Hybrid,2021,Romania,65000, EUR ,United Kingdom,Small,Medium,780000
Data Science Consultant,Entry-level,Full-time,Remote,2021,Germany,65000, EUR ,Germany,Small,Medium,780000
Data Science Consultant,Entry-level,Full-time,On-site,2021,Germany,65000, EUR ,Germany,Large,Medium,780000
Data Engineer,Mid-level,Full-time,Hybrid,2020,Austria,65000, EUR ,Austria,Large,Medium,780000
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,65004, GBP ,United Kingdom,Medium,Medium,780048
Analytics Engineer,Senior-level,Full-time,Remote,2022,United Kingdom,65004, GBP ,United Kingdom,Medium,Medium,780048
Data Operations Analyst,Mid-level,Full-time,Remote,2023,United States,65100, USD ,United States,Medium,Medium,781200
Data Analyst,Mid-level,Full-time,On-site,2023,United States,65300, USD ,United States,Medium,Medium,783600
Data Engineer,Senior-level,Full-time,On-site,2023,United States,65488, USD ,United States,Medium,Medium,785856
Data Scientist,Senior-level,Full-time,Hybrid,2021,France,65720, EUR ,France,Medium,Medium,788640
Data Analyst,Entry-level,Full-time,On-site,2024,United States,65750, USD ,United States,Medium,Medium,789000
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,65800, USD ,United States,Large,Medium,789600
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,65800, USD ,United States,Large,Medium,789600
Data Analyst,Mid-level,Full-time,Remote,2023,United States,66000, USD ,United States,Medium,Medium,792000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,66000, USD ,United States,Medium,Medium,792000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,66000, USD ,United States,Medium,Medium,792000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,66000, USD ,United States,Medium,Medium,792000
AI Research Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,66000, GBP ,United Kingdom,Medium,Medium,792000
Data Scientist,Senior-level,Full-time,Remote,2023,Spain,66000, EUR ,Spain,Medium,Medium,792000
Data Architect,Senior-level,Full-time,Remote,2022,United States,66000, USD ,United States,Medium,Medium,792000
Data Operations Analyst,Senior-level,Full-time,Remote,2022,United States,66000, USD ,United States,Medium,Medium,792000
Lead Machine Learning Engineer,Senior-level,Full-time,Remote,2022,Portugal,66000, EUR ,Portugal,Large,Medium,792000
Data Analyst,Mid-level,Full-time,Remote,2022,United States,66100, USD ,United States,Medium,Medium,793200
NLP Engineer,Senior-level,Full-time,Remote,2023,Italy,66200, EUR ,Italy,Medium,Medium,794400
Data Scientist,Entry-level,Full-time,Remote,2022,Canada,66500, CAD ,Canada,Large,Medium,798000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,66691, USD ,United States,Medium,Medium,800292
Data Engineer,Senior-level,Full-time,Remote,2022,United Kingdom,66822, GBP ,United Kingdom,Medium,Medium,801864
Business Intelligence Developer,Senior-level,Full-time,On-site,2023,United States,66825, USD ,United States,Medium,Medium,801900
Data Analyst,Senior-level,Full-time,Remote,2023,United States,67000, USD ,United States,Medium,Medium,804000
Business Intelligence Developer,Senior-level,Full-time,On-site,2023,United States,67000, USD ,United States,Medium,Medium,804000
BI Data Analyst,Senior-level,Full-time,Remote,2023,Germany,67000, EUR ,Germany,Medium,Medium,804000
Data Analyst,Entry-level,Full-time,On-site,2022,Canada,67000, USD ,Canada,Medium,Medium,804000
Data Analytics Engineer,Senior-level,Full-time,Remote,2021,Germany,67000, EUR ,Germany,Large,Medium,804000
Data Architect,Senior-level,Full-time,On-site,2024,United States,67200, USD ,United States,Medium,Medium,806400
Data Architect,Senior-level,Full-time,On-site,2023,United States,67200, USD ,United States,Medium,Medium,806400
Data Analyst,Mid-level,Full-time,On-site,2023,United States,67500, USD ,United States,Medium,Medium,810000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,67500, USD ,United States,Medium,Medium,810000
Data Analyst,Entry-level,Full-time,On-site,2024,United States,68000, USD ,United States,Medium,Medium,816000
Data Manager,Senior-level,Full-time,On-site,2023,United States,68000, USD ,United States,Medium,Medium,816000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,68000, USD ,United States,Medium,Medium,816000
Lead Data Analyst,Mid-level,Full-time,On-site,2023,United States,68000, USD ,United States,Large,Medium,816000
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,68000, GBP ,United Kingdom,Medium,Medium,816000
Applied Data Scientist,Mid-level,Full-time,Hybrid,2021,United Kingdom,68000, CAD ,Canada,Large,Medium,816000
Data Scientist,Mid-level,Full-time,On-site,2024,United States,68088, USD ,United States,Medium,Medium,817056
Data Science,Senior-level,Full-time,On-site,2024,United States,68195, USD ,United States,Medium,Medium,818340
Business Intelligence Specialist,Mid-level,Full-time,On-site,2023,United States,68274, USD ,United States,Medium,Medium,819288
Data Engineer,Senior-level,Full-time,On-site,2023,United States,68400, USD ,United States,Medium,Medium,820800
Data Architect,Senior-level,Full-time,On-site,2023,United States,68400, USD ,United States,Medium,Medium,820800
Data Analyst,Senior-level,Full-time,Remote,2022,United States,68400, USD ,United States,Medium,Medium,820800
Data Analyst,Senior-level,Full-time,On-site,2023,United States,68550, USD ,United States,Medium,Medium,822600
Data Engineer,Senior-level,Full-time,Remote,2023,United States,68637, USD ,United States,Medium,Medium,823644
Data Specialist,Mid-level,Full-time,On-site,2024,United States,69000, USD ,United States,Medium,Medium,828000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,69000, USD ,United States,Medium,Medium,828000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,69000, USD ,United States,Medium,Medium,828000
